=== SUMMARY METRICS ===
metric,directional_accuracy_pct,signal_sensitivity_pct,total_signals,correct_signals,correct_profitable,avg_confidence,avg_net_pnl_thb
gemini,52.17,17.49,92,48,14,0.605,-226.51
groq,0.0,0.0,0,0,0,0.0,0.0
buy_hold,100.0,0.19,1,1,1,1.0,191.22
random,49.86,67.11,353,176,70,0.501,-72.4
ma_crossover,45.63,100.0,526,240,89,0.7,-95.95


=== DETAILED SIGNAL LOG ===
timestamp,close_thai,actual_direction,price_change,net_profit_loss,gemini_signal,gemini_confidence,gemini_correct,gemini_profitable,groq_signal,groq_confidence,groq_correct,groq_profitable,buy_hold_signal,buy_hold_confidence,buy_hold_correct,buy_hold_profitable,random_signal,random_confidence,random_correct,random_profitable,ma_crossover_signal,ma_crossover_confidence,ma_crossover_correct,ma_crossover_profitable
2026-02-26 03:00:00,75754.07,UP,224.2199999999866,191.2199999999866,HOLD,0.5,False,False,HOLD,0.5,False,False,BUY,1.0,True,True,HOLD,0.3858356478833496,False,False,SELL,0.7,False,False
2026-02-26 04:00:00,75978.29,UP,13.690000000002328,-19.30999999999767,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,BUY,0.4509036332911903,True,False,BUY,0.7,True,False
2026-02-26 05:00:00,75991.98,DOWN,-85.80000000000291,-118.80000000000291,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,HOLD,0.31558525292409345,False,False,BUY,0.7,False,False
2026-02-26 06:00:00,75906.18,UP,285.22000000000116,252.22000000000116,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,HOLD,0.5473015537351571,False,False,BUY,0.7,True,True
2026-02-26 07:00:00,76191.4,UP,167.52999999999884,134.52999999999884,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,BUY,0.43462168595549056,True,True,BUY,0.7,True,True
2026-02-26 08:00:00,76358.93,DOWN,-64.95999999999185,-97.95999999999185,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,BUY,0.5622890541522968,False,False,BUY,0.7,False,False
2026-02-26 09:00:00,76293.97,UP,65.33000000000175,32.330000000001746,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,HOLD,0.454158648386226,False,False,BUY,0.7,True,True
2026-02-26 10:00:00,76359.3,DOWN,-39.94000000000233,-72.94000000000233,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,SELL,0.5726454675891158,True,False,BUY,0.7,False,False
2026-02-26 11:00:00,76319.36,UP,68.72000000000116,35.720000000001164,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,HOLD,0.436249827785696,False,False,BUY,0.7,True,True
2026-02-26 12:00:00,76388.08,DOWN,-60.00999999999476,-93.00999999999476,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,HOLD,0.40427781129436124,False,False,BUY,0.7,False,False
2026-02-26 13:00:00,76328.07,DOWN,-128.13000000000466,-161.13000000000466,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,HOLD,0.4984149817173624,False,False,BUY,0.7,False,False
2026-02-26 14:00:00,76199.94,DOWN,-112.16000000000349,-145.1600000000035,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,HOLD,0.5771561434767757,False,False,BUY,0.7,False,False
2026-02-26 15:00:00,76087.78,UP,67.63999999999942,34.63999999999942,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,BUY,0.4393346417812789,True,True,BUY,0.7,True,True
2026-02-26 16:00:00,76155.42,DOWN,-152.59999999999127,-185.59999999999127,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,HOLD,0.6746592607422829,False,False,BUY,0.7,False,False
2026-02-26 17:00:00,76002.82,DOWN,-75.36000000000058,-108.36000000000058,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,SELL,0.31567453067025847,True,False,BUY,0.7,False,False
2026-02-26 18:00:00,75927.46,UP,248.0,215.0,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,BUY,0.4671784126862315,True,True,SELL,0.7,False,False
2026-02-26 19:00:00,76175.46,DOWN,-193.9100000000035,-226.9100000000035,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,SELL,0.687032220608099,True,False,BUY,0.7,False,False
2026-02-26 20:00:00,75981.55,UP,22.610000000000582,-10.389999999999418,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,SELL,0.5191887532992349,False,False,SELL,0.7,False,False
2026-02-26 21:00:00,76004.16,UP,271.7399999999907,238.7399999999907,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,SELL,0.4693883769232474,False,False,SELL,0.7,False,False
2026-02-26 22:00:00,76275.9,UP,35.43000000000757,2.430000000007567,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,SELL,0.5274081134999833,False,False,SELL,0.7,False,False
2026-02-26 23:00:00,76311.33,DOWN,-29.44999999999709,-62.44999999999709,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,BUY,0.5303698301032338,False,False,BUY,0.7,False,False
2026-02-27 00:00:00,76281.88,UP,52.40999999998894,19.40999999998894,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,BUY,0.5926591021198561,True,True,BUY,0.7,True,True
2026-02-27 01:00:00,76334.29,DOWN,-11.279999999998836,-44.279999999998836,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,SELL,0.35107589176898624,True,False,BUY,0.7,False,False
2026-02-27 02:00:00,76323.01,UP,86.63000000000466,53.63000000000466,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,SELL,0.4000065796864418,False,False,BUY,0.7,True,True
2026-02-27 03:00:00,76409.64,DOWN,-78.55999999999767,-111.55999999999767,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,BUY,0.5322176049375639,False,False,BUY,0.7,False,False
2026-02-27 04:00:00,76331.08,UP,8.580000000001746,-24.419999999998254,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,BUY,0.6468466428838888,True,False,BUY,0.7,True,False
2026-02-27 05:00:00,76339.66,DOWN,-93.05999999999767,-126.05999999999767,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,BUY,0.5247466768575094,False,False,BUY,0.7,False,False
2026-02-27 06:00:00,76246.6,DOWN,-11.380000000004657,-44.38000000000466,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,HOLD,0.39543874391613604,False,False,BUY,0.7,False,False
2026-02-27 07:00:00,76235.22,UP,162.6600000000035,129.6600000000035,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,HOLD,0.5719379119600982,False,False,BUY,0.7,True,True
2026-02-27 08:00:00,76397.88,DOWN,-233.2100000000064,-266.2100000000064,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,HOLD,0.5959635041789497,False,False,BUY,0.7,False,False
2026-02-27 09:00:00,76164.67,DOWN,-51.13000000000466,-84.13000000000466,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,SELL,0.39529446096159176,True,False,BUY,0.7,False,False
2026-02-27 10:00:00,76113.54,DOWN,-72.70999999999185,-105.70999999999185,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,HOLD,0.4510915544705179,False,False,BUY,0.7,False,False
2026-02-27 11:00:00,76040.83,UP,222.36999999999534,189.36999999999534,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,SELL,0.5137309894122254,False,False,BUY,0.7,True,True
2026-02-27 12:00:00,76263.2,DOWN,-90.77999999999884,-123.77999999999884,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,SELL,0.49862447627323103,True,False,BUY,0.7,False,False
2026-02-27 13:00:00,76172.42,DOWN,-152.80999999999767,-185.80999999999767,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,HOLD,0.4558472344876814,False,False,BUY,0.7,False,False
2026-02-27 14:00:00,76019.61,UP,139.6600000000035,106.66000000000349,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,SELL,0.41905406980372434,False,False,SELL,0.7,False,False
2026-02-27 15:00:00,76159.27,DOWN,-40.43000000000757,-73.43000000000757,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,HOLD,0.3399939548647453,False,False,SELL,0.7,True,False
2026-02-27 16:00:00,76118.84,UP,45.16000000000349,12.160000000003492,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,HOLD,0.3213941186989476,False,False,SELL,0.7,False,False
2026-02-27 17:00:00,76164.0,UP,122.02999999999884,89.02999999999884,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,BUY,0.6834165987532793,True,True,SELL,0.7,False,False
2026-02-27 18:00:00,76286.03,UP,33.94000000000233,0.9400000000023283,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,HOLD,0.6388572576382359,False,False,SELL,0.7,False,False
2026-02-27 19:00:00,76319.97,UP,469.13000000000466,436.13000000000466,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,BUY,0.4419620761850882,True,True,BUY,0.7,True,True
2026-02-27 20:00:00,76789.1,DOWN,-45.070000000006985,-78.07000000000698,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,HOLD,0.6827203540505825,False,False,BUY,0.7,False,False
2026-02-27 21:00:00,76744.03,UP,142.64999999999418,109.64999999999418,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,HOLD,0.5707079617697213,False,False,BUY,0.7,True,True
2026-02-27 22:00:00,76886.68,DOWN,-58.20999999999185,-91.20999999999185,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,BUY,0.493008379857057,False,False,BUY,0.7,False,False
2026-02-27 23:00:00,76828.47,UP,117.45999999999185,84.45999999999185,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,BUY,0.49721026310872196,True,True,BUY,0.7,True,True
2026-02-28 00:00:00,76945.93,UP,172.40000000000873,139.40000000000873,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,HOLD,0.33331376447810385,False,False,BUY,0.7,True,True
2026-02-28 01:00:00,77118.33,UP,50.830000000001746,17.830000000001746,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,SELL,0.3366816589033924,False,False,BUY,0.7,True,True
2026-02-28 02:00:00,77169.16,UP,242.14999999999418,209.14999999999418,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,BUY,0.5409763703604475,True,True,BUY,0.7,True,True
2026-02-28 03:00:00,77411.31,UP,163.29000000000815,130.29000000000815,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,SELL,0.5214812209383203,False,False,BUY,0.7,True,True
2026-02-28 04:00:00,77574.6,UP,1585.4899999999907,1552.4899999999907,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,SELL,0.38509115800969157,False,False,BUY,0.7,True,True
2026-03-02 06:00:00,79160.09,DOWN,-202.47000000000116,-235.47000000000116,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,SELL,0.6784778171526761,True,False,BUY,0.7,False,False
2026-03-02 07:00:00,78957.62,DOWN,-424.9899999999907,-457.9899999999907,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,BUY,0.612518420188481,False,False,BUY,0.7,False,False
2026-03-02 08:00:00,78532.63,UP,482.33000000000175,449.33000000000175,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,SELL,0.3453858408069792,False,False,BUY,0.7,True,True
2026-03-02 09:00:00,79014.96,UP,443.7699999999895,410.7699999999895,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,BUY,0.672371642274917,True,True,BUY,0.7,True,True
2026-03-02 10:00:00,79458.73,DOWN,-17.839999999996508,-50.83999999999651,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,SELL,0.6896992834137641,True,False,BUY,0.7,False,False
2026-03-02 11:00:00,79440.89,UP,291.97000000000116,258.97000000000116,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,HOLD,0.6983724968121316,False,False,BUY,0.7,True,True
2026-03-02 12:00:00,79732.86,UP,328.66999999999825,295.66999999999825,HOLD,0.5,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,HOLD,0.32234846187094,False,False,BUY,0.7,True,True
2026-03-02 13:00:00,80061.53,UP,407.1900000000023,374.1900000000023,BUY,0.65,True,True,HOLD,0.5,False,False,HOLD,1.0,False,False,BUY,0.5948142227164035,True,True,BUY,0.7,True,True
2026-03-02 14:00:00,80468.72,DOWN,-237.22000000000116,-270.22000000000116,BUY,0.65,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,HOLD,0.5183663080659956,False,False,BUY,0.7,False,False
2026-03-02 15:00:00,80231.5,DOWN,-4.169999999998254,-37.169999999998254,BUY,0.65,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,HOLD,0.5823325935514778,False,False,BUY,0.7,False,False
2026-03-02 16:00:00,80227.33,DOWN,-29.970000000001164,-62.970000000001164,BUY,0.65,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,SELL,0.687460777589654,True,False,BUY,0.7,False,False
2026-03-02 17:00:00,80197.36,DOWN,-109.86000000000058,-142.86000000000058,BUY,0.65,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,BUY,0.5752120040700156,False,False,BUY,0.7,False,False
2026-03-02 18:00:00,80087.5,UP,301.83000000000175,268.83000000000175,BUY,0.65,True,True,HOLD,0.5,False,False,HOLD,1.0,False,False,SELL,0.6347855496949495,False,False,BUY,0.7,True,True
2026-03-02 19:00:00,80389.33,DOWN,-59.820000000006985,-92.82000000000698,BUY,0.65,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,SELL,0.6467474821243365,True,False,BUY,0.7,False,False
2026-03-02 20:00:00,80329.51,DOWN,-913.7099999999919,-946.7099999999919,BUY,0.65,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,SELL,0.635392305505594,True,False,BUY,0.7,False,False
2026-03-02 21:00:00,79415.8,DOWN,-147.4100000000035,-180.4100000000035,BUY,0.65,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,SELL,0.4704365900187764,True,False,BUY,0.7,False,False
2026-03-02 22:00:00,79268.39,DOWN,-551.1699999999983,-584.1699999999983,BUY,0.65,False,False,HOLD,0.5,False,False,HOLD,1.0,False,False,SELL,0.3890305670284122,True,False,BUY,0.7,False,False
