=== SUMMARY METRICS ===
metric,directional_accuracy_pct,signal_sensitivity_pct,total_signals,correct_signals,correct_profitable,avg_confidence,avg_net_pnl_thb
gemini,49.32,36.96,146,72,45,0.578,59.42
groq,42.86,1.77,7,3,1,0.8,-739.02


=== DETAILED SIGNAL LOG ===
timestamp,close_thai,actual_direction,price_change,net_profit_loss,gemini_signal,gemini_confidence,gemini_correct,gemini_profitable,groq_signal,groq_confidence,groq_correct,groq_profitable
2025-12-29 04:00:00,66286.47,UP,401.0899999999965,368.0899999999965,HOLD,0.5,False,False,HOLD,0.5,False,False
2025-12-29 08:00:00,66687.56,DOWN,-387.02999999999884,-420.02999999999884,HOLD,0.5,False,False,HOLD,0.5,False,False
2025-12-29 12:00:00,66300.53,UP,126.77999999999884,93.77999999999884,HOLD,0.5,False,False,HOLD,0.5,False,False
2025-12-29 16:00:00,66427.31,DOWN,-1397.3699999999953,-1430.3699999999953,HOLD,0.5,False,False,HOLD,0.5,False,False
2025-12-29 20:00:00,65029.94,DOWN,-37.91000000000349,-70.91000000000349,HOLD,0.5,False,False,HOLD,0.5,False,False
2025-12-30 00:00:00,64992.03,DOWN,-64.59999999999854,-97.59999999999854,HOLD,0.5,False,False,HOLD,0.5,False,False
2025-12-30 04:00:00,64927.43,UP,153.01000000000204,120.01000000000204,HOLD,0.5,False,False,HOLD,0.5,False,False
2025-12-30 08:00:00,65080.44,DOWN,-7.130000000004657,-40.13000000000466,HOLD,0.5,False,False,HOLD,0.5,False,False
2025-12-30 12:00:00,65073.31,UP,338.6399999999994,305.6399999999994,HOLD,0.5,False,False,HOLD,0.5,False,False
2025-12-30 16:00:00,65411.95,DOWN,-349.0899999999965,-382.0899999999965,HOLD,0.5,False,False,HOLD,0.5,False,False
2025-12-30 20:00:00,65062.86,DOWN,-400.1100000000006,-433.1100000000006,HOLD,0.5,False,False,HOLD,0.5,False,False
2025-12-31 00:00:00,64662.75,DOWN,-49.63999999999942,-82.63999999999942,HOLD,0.5,False,False,HOLD,0.5,False,False
2025-12-31 04:00:00,64613.11,UP,58.779999999998836,25.779999999998836,HOLD,0.5,False,False,HOLD,0.5,False,False
2025-12-31 08:00:00,64671.89,DOWN,-252.13999999999942,-285.1399999999994,HOLD,0.5,False,False,HOLD,0.5,False,False
2025-12-31 12:00:00,64419.75,UP,213.98999999999796,180.98999999999796,HOLD,0.5,False,False,HOLD,0.5,False,False
2025-12-31 16:00:00,64633.74,DOWN,-204.75,-237.75,HOLD,0.5,False,False,HOLD,0.5,False,False
2025-12-31 20:00:00,64428.99,DOWN,-201.4499999999971,-234.4499999999971,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-01 00:00:00,64227.54,UP,132.97000000000116,99.97000000000116,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-01 04:00:00,64360.51,UP,619.1800000000003,586.1800000000003,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-02 04:00:00,64979.69,UP,88.36999999999534,55.36999999999534,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-02 08:00:00,65068.06,UP,94.27000000000407,61.270000000004075,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-02 12:00:00,65162.33,UP,130.29000000000087,97.29000000000087,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-02 16:00:00,65292.62,DOWN,-941.510000000002,-974.510000000002,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-02 20:00:00,64351.11,UP,130.41999999999825,97.41999999999825,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-03 00:00:00,64481.53,UP,133.4800000000032,100.4800000000032,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-03 04:00:00,64615.01,UP,807.7900000000009,774.7900000000009,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-05 04:00:00,65422.8,DOWN,-28.19000000000233,-61.19000000000233,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-05 08:00:00,65394.61,UP,263.9799999999959,230.97999999999593,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-05 12:00:00,65658.59,DOWN,-279.59999999999854,-312.59999999999854,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-05 16:00:00,65378.99,UP,372.70000000000437,339.70000000000437,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-05 20:00:00,65751.69,UP,70.98999999999069,37.98999999999069,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-06 00:00:00,65822.68,DOWN,-102.14999999999418,-135.14999999999418,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-06 04:00:00,65720.53,UP,229.39999999999418,196.39999999999418,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-06 08:00:00,65949.93,DOWN,-32.179999999993015,-65.17999999999302,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-06 12:00:00,65917.75,UP,106.91999999999825,73.91999999999825,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-06 16:00:00,66024.67,UP,293.3500000000058,260.3500000000058,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-06 20:00:00,66318.02,UP,20.75999999999476,-12.240000000005239,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-07 00:00:00,66338.78,DOWN,-14.64999999999418,-47.64999999999418,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-07 04:00:00,66324.13,DOWN,-382.2600000000093,-415.2600000000093,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-07 08:00:00,65941.87,UP,155.91999999999825,122.91999999999825,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-07 12:00:00,66097.79,DOWN,-253.8399999999965,-286.8399999999965,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-07 16:00:00,65843.95,UP,323.24000000000524,290.24000000000524,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-07 20:00:00,66167.19,DOWN,-147.72000000000116,-180.72000000000116,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-08 00:00:00,66019.47,UP,56.94000000000233,23.94000000000233,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-08 04:00:00,66076.41,DOWN,-141.7600000000093,-174.7600000000093,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-08 08:00:00,65934.65,UP,95.25,62.25,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-08 12:00:00,66029.9,UP,26.730000000010477,-6.269999999989523,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-08 16:00:00,66056.63,UP,391.8999999999942,358.8999999999942,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-08 20:00:00,66448.53,UP,176.75,143.75,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-09 00:00:00,66625.28,DOWN,-184.55999999999767,-217.55999999999767,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-09 04:00:00,66440.72,DOWN,-46.93000000000757,-79.93000000000757,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-09 08:00:00,66393.79,UP,67.6200000000099,34.620000000009895,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-09 12:00:00,66461.41,UP,56.029999999998836,23.029999999998836,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-09 16:00:00,66517.44,UP,402.429999999993,369.429999999993,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-09 20:00:00,66919.87,UP,39.2100000000064,6.210000000006403,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-10 00:00:00,66959.08,DOWN,-2.1900000000023283,-35.19000000000233,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-10 04:00:00,66956.89,UP,842.6800000000076,809.6800000000076,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-12 04:00:00,67799.57,DOWN,-178.63000000000466,-211.63000000000466,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-12 08:00:00,67620.94,UP,294.2899999999936,261.2899999999936,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-12 12:00:00,67915.23,DOWN,-39.63999999999942,-72.63999999999942,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-12 16:00:00,67875.59,UP,328.93000000000757,295.93000000000757,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-12 20:00:00,68204.52,DOWN,-318.1900000000023,-351.1900000000023,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-13 00:00:00,67886.33,DOWN,-24.860000000000582,-57.86000000000058,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-13 04:00:00,67861.47,UP,264.929999999993,231.92999999999302,HOLD,0.5,False,False,HOLD,0.5,False,False
2026-01-13 08:00:00,68126.4,UP,277.08000000000175,244.08000000000175,BUY,0.65,True,True,HOLD,0.5,False,False
2026-01-13 12:00:00,68403.48,UP,5.580000000001746,-27.419999999998254,BUY,0.65,True,False,HOLD,0.5,False,False
2026-01-13 16:00:00,68409.06,UP,318.820000000007,285.820000000007,BUY,0.65,True,True,HOLD,0.5,False,False
2026-01-13 20:00:00,68727.88,DOWN,-323.70000000001164,-356.70000000001164,BUY,0.65,False,False,HOLD,0.5,False,False
2026-01-14 00:00:00,68404.18,UP,365.38000000000466,332.38000000000466,BUY,0.65,True,True,HOLD,0.5,False,False
2026-01-14 04:00:00,68769.56,UP,107.77999999999884,74.77999999999884,BUY,0.65,True,True,HOLD,0.5,False,False
2026-01-14 08:00:00,68877.34,UP,3.6900000000023283,-29.30999999999767,BUY,0.65,True,False,HOLD,0.5,False,False
2026-01-14 12:00:00,68881.03,UP,130.94000000000233,97.94000000000233,BUY,0.65,True,True,HOLD,0.5,False,False
2026-01-14 16:00:00,69011.97,DOWN,-299.8899999999994,-332.8899999999994,BUY,0.65,False,False,HOLD,0.5,False,False
2026-01-14 20:00:00,68712.08,UP,168.27000000000407,135.27000000000407,BUY,0.65,True,True,HOLD,0.5,False,False
2026-01-15 00:00:00,68880.35,DOWN,-147.79000000000815,-180.79000000000815,BUY,0.65,False,False,HOLD,0.5,False,False
2026-01-15 04:00:00,68732.56,DOWN,-331.0,-364.0,BUY,0.65,False,False,HOLD,0.5,False,False
2026-01-15 08:00:00,68401.56,DOWN,-4.830000000001746,-37.830000000001746,BUY,0.65,False,False,HOLD,0.5,False,False
2026-01-15 12:00:00,68396.73,UP,123.41000000000349,90.41000000000349,BUY,0.65,True,True,HOLD,0.5,False,False
2026-01-15 16:00:00,68520.14,DOWN,-38.5,-71.5,BUY,0.65,False,False,HOLD,0.5,False,False
2026-01-15 20:00:00,68481.64,DOWN,-48.720000000001164,-81.72000000000116,BUY,0.65,False,False,HOLD,0.5,False,False
